"dsstox_substance_id","casrn","preferred_name","study_id","species","admin_route","study_type","processed","tested_status","reported_status","endpoint_id","endpoint_category","endpoint_type","endpoint_target"
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",3577,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",3578,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",3578,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",3578,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",3578,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3585,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3585,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3585,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3585,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3586,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3586,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3586,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023997,"68085-85-8",Cyhalothrin,3586,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3024235,"85509-19-9",Flusilazole,3597,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024235,"85509-19-9",Flusilazole,3597,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3607,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3607,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3609,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3609,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3610,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032424,"104206-82-8",Mesotrione,3610,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3619,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3619,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3619,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3619,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3620,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3620,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3620,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9023881,"74115-24-5",Clofentezine,3620,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3627,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3627,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3627,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3627,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3628,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3628,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3628,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9032581,"156052-68-5",Zoxamide,3628,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3639,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3639,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3639,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3639,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3640,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7024035,"94-82-6","2,4-DB",3640,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1034634,"68157-60-8",Forchlorfenuron,3649,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1034634,"68157-60-8",Forchlorfenuron,3649,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032550,"134098-61-6","Fenpyroximate (Z,E)",3665,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032550,"134098-61-6","Fenpyroximate (Z,E)",3665,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032550,"134098-61-6","Fenpyroximate (Z,E)",3666,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032550,"134098-61-6","Fenpyroximate (Z,E)",3666,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3673,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3673,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3673,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3673,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3674,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3674,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3674,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3024152,"81335-37-7",Imazaquin,3674,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3694,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3694,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3694,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3694,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3695,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3695,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3695,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3695,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3696,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3696,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3697,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3697,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3697,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3697,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3698,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3698,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3698,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023848,"34256-82-1",Acetochlor,3698,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3705,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3705,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3705,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3705,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3706,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3706,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3707,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3707,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3707,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034356,"113036-88-7",Flucycloxuron,3707,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3711,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3711,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3711,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3711,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3712,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3712,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3712,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9034818,"35575-96-3",Azamethiphos,3712,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3727,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3727,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3727,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3727,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3729,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9020407,"333-41-5",Diazinon,3729,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3743,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3743,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3745,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3745,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3745,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3745,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3746,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3746,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3746,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1020855,"298-00-0",Methyl parathion,3746,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3753,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3753,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3753,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3753,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3755,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3755,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3755,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021166,"51-03-6",Piperonyl butoxide,3755,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3760,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3760,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3760,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3760,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3761,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3761,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3761,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID4034364,"144651-06-9",Oxasulfuron,3761,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3772,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3772,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3772,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3772,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3773,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3773,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3773,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3773,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3775,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3775,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3775,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3023897,"43121-43-3",Triadimefon,3775,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1034503,"122008-85-9",Cyhalofop-butyl,3787,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1034503,"122008-85-9",Cyhalofop-butyl,3787,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3796,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3796,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3796,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3796,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3797,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3797,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3797,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0034930,"98886-44-3",Fosthiazate,3797,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID2032558,"143390-89-0",Kresoxim-methyl,3801,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2032558,"143390-89-0",Kresoxim-methyl,3801,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032558,"143390-89-0",Kresoxim-methyl,3801,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID2032558,"143390-89-0",Kresoxim-methyl,3801,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3809,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3809,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3809,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3809,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3810,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2034465,"210880-92-5",Clothianidin,3810,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3821,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3821,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3821,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3821,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3822,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3822,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3822,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3822,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3823,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID7032391,"13356-08-6",Fenbutatin oxide,3823,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5023871,"33089-61-1",Amitraz,3835,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5023871,"33089-61-1",Amitraz,3835,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID5023871,"33089-61-1",Amitraz,3836,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5023871,"33089-61-1",Amitraz,3836,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3867,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3867,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3869,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3869,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3870,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3870,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3899,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3899,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,rat,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,rat,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,rat,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,rat,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,mouse,Oral,CHR,1,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,mouse,Oral,CHR,1,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,mouse,Oral,CHR,1,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,mouse,Oral,CHR,1,1,0,346,systemic,pathology gross,mammary gland
