"Image","CAS Number","Latest Process","PublicParticipation","Open forPublic Comments","Chemical Name"
"","66330-88-9","Reregistration","","","Endothall, mono(N,N,-dimethyl alkyl amine) salt"
"","72-20-8","None","","","Endrin"
"","136-25-4","None","","","Erbon"
"","66230-04-4","Registration Review","","","Esfenvalerate"
"","8016-36-2","None","","","Ester gum"
"","55283-68-6","Registration Review","","","Ethalfluralin"
"","97780-06-8","Registration Review","","","Ethametsulfuron"
"","34256-92-3","None","","","Ethanamine, N,N-diethyl-2-(2-((1,7,7-trimethylbicyclo(2.2.1)hept-2-yl)oxy)ethoxy)-"
"","811-97-2","None","","","Ethane, 1,1,1,2-Tetrafluoro-"
"","79-21-0","Registration Review","","","Ethaneperoxoic acid"
"","64-17-5","Reregistration","","","Ethanol"
"","94-84-8","None","","","Ethanol, 2-(2,4-dichlorophenoxy)-, phosphite  (3:1)"
"","16672-87-0","Registration Review","","","Ethephon"
"","2941-55-1","None","","","Ethiolate"
"","563-12-2","Reregistration","","","Ethion"
"","80844-07-1","Registration Review","","","Etofenprox"
"","26225-79-6","Reregistration","","","Ethofumesate"
"","13194-48-4","Registration Review","","","Ethoprop"
"","61790-81-6","None","","","Ethoxylated lanolin"
"","91-53-2","Registration Review","","","Ethoxyquin"
"","2122-70-5","Registration Review","","","Ethyl 1-naphthaleneacetate"
"","510-15-6","None","","","Ethyl 4,4'-dichlorobenzilate"
"","25059-80-7","None","","","Ethyl 4-chloro-2-oxo-3(2H)-benzothiazoleacetate"
"","141-78-6","None","","","Ethyl acetate"
"","2597-03-7; 61361-99-7; 61362-00-3; 61391-87-5","None","","","Ethyl alpha-((dimethoxyphosphinothioyl)thio)benzeneacetate"
"","109-94-4","None","","","Ethyl formate"
"","352-93-2","None","","","Ethyl sulfide"
"","74-85-1","Registration Review","","","Ethylene"
"","106-93-4","None","","","Ethylene dibromide"
"","53404-49-2","None","","","Ethylene glycol ether of pinene (Not selected for InertFinder)"
"","75-21-8","Registration Review","","","Ethylene oxide"
"","60-00-4","None","","","Ethylenediaminetetraacetic acid"
"","17421-79-3","None","","","Ethylenediaminetetraacetic acid, sodium salt"
"","96-45-7","None","","","Ethylenethiourea"
"","153233-91-1","Registration Review","","","Etoxazole"
"","2593-15-9","Registration Review","","","Etridiazole"
"","97-53-0","Registration Review","","","Eugenol"
"","131807-57-3","Registered","","","Famoxadone"
"","4602-84-0","Registration Review","","","Farnesol"
"","85566-12-7","Reregistration","","","Fatty alcohols (54.5% C10, 45.1% C8, 0.4% C6)"
"","68603-15-6","None","","","Fatty alcohols (55.10% C10, 42.88% C8, 1.01% C6, 1.01% C12)"
"","161326-34-7","Registration Review","","","Fenamidone"
"","22224-92-6","Registration Review","","","Fenamiphos"
"","60168-88-9","Registration Review","","","Fenarimol"
"","114369-43-6","None","","","Fenbuconazole"
"","13356-08-6","Registration Review","","","Fenbutatin-oxide"
"","126833-17-8","Registration Review","","","Fenhexamid"
"","122-14-5","Registration Review","","","Fenitrothion"
"","66441-23-4","None","","","Fenoxaprop"
"","71283-80-2","Registration Review","","","Fenoxaprop-p-ethyl"
"","72490-01-8","Registration Review","","","Fenoxycarb"
"","39515-41-8","Registration Review","","","Fenpropathrin"
"","134098-61-6","Registration Review","","","Fenpyroximate"
"","83588-43-6","None","","","Fenridazon"
"","55-38-9","Registration Review","","","Fenthion"
"","76-87-9","Registration Review","","","Fentin hydroxide"
"","51630-58-1","Registration Review","","","Fenvalerate"
"","14484-64-1","Reregistration","","","Ferbam"
"","10028-22-5","Registration Review","","","Ferric sulfate"
"","10045-89-3","None","","","Ferrous ammonium sulfate"
"","7782-63-0","None","","","Ferrous sulfate heptahydrate"
"","17375-41-6","Registration Review","","","Ferrous sulfate monohydrate"
"","120068-37-3","Registration Review","","","Fipronil"
"","8016-13-5","Registered","","","Fish oil"
"","158062-67-0","Registration Review","","","Flonicamid"
"","","None","","","Flowers of Chamomile (Matricaria chamomilla and/or Anthemidis nobilis)"
"","69806-50-4","Reregistration","","","Fluazifop"
"","79622-59-6","Registered","","","Fluazinam"
"","181274-17-9","Registration Review","","","Flucarbazone-sodium"
"","33245-39-5","None","","","Fluchloralin"
"","70124-77-5","None","","","Flucythrinate"
"","131341-86-1","Registration Review","","","Fludioxonil"
"","142459-58-3","Registration Review","","","Flufenacet"
"","188489-07-8","Registration Review","","","Flufenpyr-ethyl"
"","62924-70-3","Reregistration","","","Flumetralin"
"","98967-40-9","Registration Review","","","Flumetsulam"
"","87546-18-7","Registration Review","","","Flumiclorac"
"","103361-09-7","Registration Review","","","Flumioxazin"
"","2164-17-2","Reregistration","","","Fluometuron"
"","15457-05-3","None","","","Fluorodifen"
"","77501-90-7","None","","","Fluoroglycofen-ethyl"
"","361377-29-9","Registered","","","Fluoxastrobin"
"","59756-60-4","Registration Review","","","Fluridone"
"","69377-81-7","Registration Review","","","Fluroxypyr"
"","81406-37-3","Registration Review","","","Fluroxypyr-meptyl"
"","56425-91-3","Registered","","","Flurprimidol"
"","85509-19-9","None","","","Flusilazole"
"","117337-19-6","Registration Review","","","Fluthiacet-methyl"
"","66332-96-5","Registration Review","","","Flutolanil"
"","69409-94-5","Registration Review","","","Fluvalinate"
"","133-07-3","Registration Review","","","Folpet"
"","944-22-9","Reregistration","","","Fonofos"
"","68157-60-8","Registered","","","Forchlorfenuron"
"","50-00-0","Reregistration","","","Formaldehyde"
"","22259-30-9","Registration Review","","","Formetanate"
"","23422-53-9","Registration Review","","","Formetanate hydrochloride"
"","64-18-6","Registration Review","","","Formic acid"
"","25954-13-6","Registration Review","","","Fosamine"
"","39148-24-8","Registration Review","","","Fosetyl-Al"
"","5598-52-7","None","","","Fospirate"
"","98886-44-3","Registration Review","","","Fosthiazate"
"","21548-32-3","None","","","Fosthietan"
"","68476-30-2","None","","","Fuel oil #2"
"","22248-79-9","None","","","Gardona (cis-isomer)"
"","8000-78-0","Registration Review","","","Garlic oil"
"","","None","","","Gas cartRidge  (as a device for burrowing animal control)"
"","1403-66-3","None","","","Gentamicin"
"","106-24-1","Registration Review","","","Geraniol"
"","","Registered","","","German cockroach pheromone"
"","77-06-5","Registration Review","","","Gibberellic acid"
"","40843-25-2","None","","","Diclofop"
"","51338-27-3","Registration Review","","","Diclofop-methyl"
"","99-30-9","Reregistration","","","Dicloran"
"","145701-21-9","Registered","","","Diclosulam"
"","115-32-2","Registration Review","","","Dicofol"
"","141-66-2","Registration Review","","","Dicrotophos"
"","68213-53-6","None","","","Dicyclopentadiene linseed oil copolymer"
"","2227-17-0","None","","","Dienochlor"
"","1432-14-0","None","","","Diethanolamine 2-(2-methyl-4-chlorophenoxy)propionate"
"","20405-19-0","None","","","Diethanolamine 2-methyl-4-chlorophenoxyacetate"
"","53404-16-3","None","","","Diethanolamine 3-amino-2,5-dichlorobenzoate"
"","53404-23-2","None","","","Diethanolamine 4-chlorophenoxyacetate"
"","26545-53-9","None","","","Diethanolamine dodecylbenzenesulfonate     (Data Submitter Rights)"
"","23564-06-9","None","","","Diethyl 4,4'-o-phenylenebis(3-thioallophanate)"
"","134-62-3","Registration Review","","","Diethyl toluamide"
"","","Registered","","","Diethyl-2-(4-methylbenzyloxy)ethylamine"
"","111-46-6","None","","","Diethylene glycol"
"","111-77-3","Registration Review","","","Diethylene glycol monomethyl ether"
"","53404-34-5","None","","","Diethylethanolamine 2,4-dichlorophenoxyacetate"
"","119446-68-3","Registered","","","Difenoconazole"
"","43222-48-6","None","","","Difenzoquat methyl sulfate"
"","104653-34-1","Reregistration","","","Difethialone"
"","35367-38-5","Registration Review","","","Diflubenzuron"
"","109293-97-2","Registration Review","","","Diflufenzopyr"
"","108189-58-8","Registered","","","Dihydroazadirachtin"
"","20018-12-6","None","","","Diiodomethyl p-chlorophenyl sulfone"
"","20018-09-1","Reregistration","","","Diiodomethyl p-tolyl sulfone"
"","108-83-8","None","","","Diisobutyl ketone"
"","53466-89-0","None","","","Diisobutylphenoxyethanol"
"","52508-35-7","Registration Review","","","Dikegulac"
"","87674-68-8","None","","","Dimethenamid"
"","55290-64-7","Reregistration","","","Dimethipin"
"","60-51-5","Registration Review","","","Dimethoate"
"","110488-70-5","Registration Review","","","Dimethomorph"
"","70-38-2","None","","","Dimethrin"
"","122-10-1","None","","","Dimethyl 3-hydroxyglutaconate dimethyl phosphate"
"","131-11-3","None","","","Dimethyl phthalate (SEE COMMENTS) (No longer approved for nonfood use)"
"","67-68-5","None","","","Dimethyl sulfoxide"
"","53404-32-3","None","","","Dimethylamine 2-(2,4-dichlorophenoxy)propionate"
"","2758-42-1","None","","","Dimethylamine 4-(2,4-dichlorophenoxy)butyrate"
"","83657-18-5","None","","","Diniconazole"
"","29091-05-2","None","","","Dinitramine"
"","39300-45-3","Reregistration","","","Dinocap"
"","88-85-7","None","","","Dinoseb"
"","165252-70-0","Registration Review","","","Dinotefuran"
"","78-34-2","None","","","Dioxathion"
"","82-66-6","Registered","","","Diphacinone"
"","42721-99-3","Reregistration","","","Diphacinone, sodium salt"
"","957-51-7","None","","","Diphenamid"
"","86-29-3","None","","","Diphenylacetonitrile"
"","122-39-4","Reregistration","","","Diphenylamine   (Not selected for InertFinder)"
"","60704-91-8; 7758-11-4","Registered","","","Dipotassium phosphate"
"","4147-51-7","None","","","Dipropetryn"
"","25265-71-8","Registration Review","","","Dipropylene glycol"
"","2764-72-9","Reregistration","","","Diquat"
"","85-00-7","Registration Review","","","Diquat dibromide"
"","8007-87-2","None","","","Distilled cubeb oil"
"","298-04-4","Registration Review","","","Disulfoton"
"","5131-24-8","None","","","Ditalimfos"
"","3347-22-6","Registration Review","","","Dithianon"
"","97886-45-8","Registration Review","","","Dithiopyr"
"","330-54-1","Reregistration","","","Diuron"
"","301-11-1","None","","","Dodecanoic acid, 2-thiocyanatoethyl ester"
"","16830-40-3","None","","","Dodecanoic acid, compd with 2-aminoethanol  (1:1)"
"","3772-94-9","None","","","Dodecanoic acid, pentachlorophenyl ester"
"","40642-40-8","Registered","","","Dodecen-1-ol, (Z)-"
"","7491-20-5","None","","","Dodecylamine lactate"
"","50291-24-2","None","","","Dodecylammonium sulfate"
"","1330-85-4","Reregistration","","","Dodecylbenzyl trimethyl ammonium chloride"
"","112-65-2; 15880-99-6; 2439-10-3; 51426-08-5; 96923-04-5","Reregistration","","","Dodine"
"","68911-49-9","Registration Review","","","Dried blood"
"","","Registration Review","","","Dried fermentation solids & solubles of myrothecium verrucaria"
"","","Registration Review","","","Dried fermentation solids and solubles resulting from fermentation of Trichoderma harzianum isolate T-39, containing T-39 fungus propagules, as either conidia or mycelia"
"","12276-01-6","None","","","EDTA, copper salt"
"","76-44-8","Reregistration","","","Heptachlor"
"","56634-95-8","Registration Review","","","Bromoxynil heptanoate"
"","116-16-5","None","","","Hexachloroacetone"
"","77-47-4","None","","","Hexachlorocyclopentadiene"
"","79983-71-4","None","","","Hexaconazole"
"","86479-06-3","Registration Review","","","Hexaflumuron"
"","111-01-3","None","","","Hexamethyltetracosane"
"","22221-10-9","None","","","Hexanoic acid, 2-ethyl-, copper salt"
"","51235-04-2","Registration Review","","","Hexazinone"
"","78587-05-0","Registration Review","","","Hexythiazox"
"","","None","","","Hirsutella tompsonii (Fisher) 300,000 spores per gram of product."
"","67485-29-4","Registration Review","","","Hydramethylnon"
"","7647-01-0","Registration Review","","","Hydrochloric acid"
"","50-23-7","None","","","Hydrocortisone"
"","74-90-8","None","","","Hydrocyanic acid"
"","7722-84-1","Registration Review","","","Hydrogen peroxide"
"","8001-78-3","None","","","Hydrogenated castor oil"
"","41096-46-2","None","","","Hydroprene"
"","10004-44-1","Registration Review","","","Hymexazol"
"","35554-44-0","Registration Review","","","Imazalil"
"","58594-72-2","Registration Review","","","Imazalil sulphate"
"","8022-15-9","Registration Review","","","Lavandin oil"
"","301-04-2","None","","","Lead acetate"
"","1327-31-7","None","","","Lead arsenate hydroxide  (Pb5(AsO4)3(OH))"
"","","None","","","Leaves of Eucalyptus"
"","","None","","","Leaves of Pennyroyal (Mentha pulegium)"
"","8020-19-7","None","","","Lemon peel oil"
"","1344-81-6","Reregistration","","","Lime sulfur"
"","138-86-3","Registration Review","","","Limonene"
"","78-70-6","Registration Review","","","Linalool"
"","58-89-9","Registration Review","","","Lindane"
"","8001-26-1","None","","","Linseed oil"
"","330-55-2","Registration Review","","","Linuron"
"","29457-72-5","Registered","","","Lithium (perfluorooctane)sulfonate"
"","13840-33-0","Registration Review","","","Lithium hypochlorite"
"","4485-12-5","None","","","Lithium stearate"
"","","Reregistration","","","Live Chlamydospores of Phytophthora palmivora MWV"
"","95046-40-5","Registered","","","Lysophosphatidylethanolamines, egg yolk"
"","94-74-6","Registration Review","","","MCPA"
"","29450-45-1","Registration Review","","","MCPA, 2-ethylhexyl ester"
"","2039-46-5","Registration Review","","","MCPA, dimethylamine salt"
"","3653-48-3","Registration Review","","","MCPA, sodium salt"
"","94-81-5","Registration Review","","","MCPB (and salts)"
"","6062-26-6","Registration Review","","","MCPB, sodium salt"
"","66423-05-0","Registration Review","","","Mecoprop-P-potassium"
"","113-48-4","Registration Review","","","MGK 264"
"","2163-80-6","Registration Review","","","MSMA (and salts)"
"","5902-95-4","Reregistration","","","MSMA, calcium salt"
"","7786-30-3","Registration Review","","","Magnesium chloride"
"","29110-22-3","None","","","Magnesium dalapon ( 2,2-dichloropropionic acid )"
"","12057-74-8","Registration Review","","","Magnesium phosphide"
"","7487-88-9","None","","","Magnesium sulfate anhydrous"
"","121-75-5","Registration Review","","","Malathion  (NO INERT USE)"
"","123-33-1","Registration Review","","","Maleic hydrazide"
"","28382-15-2","Registration Review","","","Maleic hydrazide, potassium salt"
"","8018-01-7","Reregistration","","","Mancozeb"
"","12427-38-2","Registration Review","","","Maneb"
"","75747-77-2","None","","","Manganese, dichlorotetrakis(N-propyl-N-(2-(2,4,6-trichlorophenoxy)ethyl)-1H-imidazole-1-carboxamide)-"
"","53404-58-3","None","","","Manganous benzothiazylmercaptide"
"","15339-36-3","None","","","Manganous dimethyldithiocarbamate"
"","68131-12-4","Registration Review","","","Meat meal"
"","7085-19-0","Reregistration","","","Mecoprop"
"","32351-70-5","Reregistration","","","Mecoprop-dimethylammonium"
"","28473-03-2","Reregistration","","","Mecoprop-isoctyl"
"","1929-86-8","Reregistration","","","Mecoprop-potassium"
"","16484-77-8","Registration Review","","","Mecoprop-P"
"","53780-34-0","Reregistration","","","Mefluidide"
"","1490-04-6","Registration Review","","","Menthol"
"","24307-26-4","Registration Review","","","Mepiquat chloride"
"","53404-67-4","None","","","Mercurate(1-), (acetato-O)amidophenyl-, hydrogen"
"","53404-68-5","None","","","Mercurate(1-), amidophenyl(propanoato-O)-, hydrogen"
"","7487-94-7","None","","","Mercuric chloride"
"","10112-91-1","None","","","Mercurous chloride"
"","6273-99-0","None","","","Mercury, (.mu.-(orthoborato(2-)-O:O'))diphenyldi-"
"","122-64-5","None","","","Mercury, (2-hydroxypropanoato)phenyl-"
"","104-60-9","None","","","Mercury, (9-octadecenoato-O)phenyl-, (Z)-"
"","27236-65-3","None","","","Mercury, diphenyl(.mu.-((tetrapropenyl)butanedioato(2-)-O:O'))di-"
"","208465-21-8","Registration Review","","","Mesosulfuron-methyl"
"","104206-82-8","Registration Review","","","Mesotrione"
"","57837-19-1","Registration Review","","","Metalaxyl"
"","108-62-3","Reregistration","","","Metaldehyde"
"","137-42-8","Registration Review","","","Metam-sodium"
"","67892-13-1","Registered","","","Metarhizium anisopliae Strain ESF1"
"","10265-92-6","Registration Review","","","Methamidophos"
"","569-64-2","None","","","Methanaminium, N-(4-((4-(dimethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-methyl-, chloride"
"","74-88-4","Registration Review","","","Methane, iodo-"
"","556-61-6","Registration Review","","","Methane, isothiocyanato-"
"","19750-95-9","None","","","Methanimidamide, N'-(4-chloro-o-tolyl)-N,N-dimethyl-, monohydrochloride"
"","141112-29-0","Registration Review","","","Isoxaflutole"
"","20354-26-1","None","","","Methazole"
"","950-37-8","Registration Review","","","Methidathion"
"","2032-65-7","Registration Review","","","Methiocarb"
"","16752-77-5","Registration Review","","","Methomyl"
"","40596-69-8","Registration Review","","","Methoprene"
"","72-43-5","Reregistration","","","Methoxychlor"
"","161050-58-4","Registration Review","","","Methoxyfenozide"
"","99-76-3","None","","","Methyl 4-hydroxybenzoate"
"","1216-44-0","None","","","Methyl 9-hydroxyfluorene-9-carboxylate"
"","57973-66-7","None","","","Methyl N-benzoyl-N-(3-chloro-4-fluorophenyl)-L-alaninate"
"","50594-67-7","None","","","Methyl acifluorfen"
"","67-56-1","None","","","Methyl alcohol"
"","4175-47-7","None","","","Methyl alpha-eleostearate (methyl ester of (E,Z,E)-9,11,13-octadecatrienoic acid)"
"","74-83-9","Registration Review","","","Methyl bromide    (NO INERT USE)"
"","","Reregistration","","","Methyl bromide w/chloropicrin"
"","71-55-6","None","","","Methyl chloroform"
"","67762-39-4","Reregistration","","","Methyl esters of fatty acids (100% C8 - C12)"
"","112-12-9","Registration Review","","","Methyl nonyl ketone"
"","298-00-0","Registration Review","","","Methyl parathion"
"","","None","","","Methylammonium N-methyldithiocarbamate"
"","28804-88-8","None","","","Methylated naphthalenes (No longer approved for nonfood use)"
"","1399-80-0","Reregistration","","","Methyldodecylbenzyl trimethyl ammonium chloride 80% and methyldodecylxylylene bis(trimethyl ammonium chloride) 20%"
"","6317-18-6","Registration Review","","","Methylene bis(thiocyanate)"
"","61-73-4","None","","","Methylene blue"
"","75-09-2","None","","","Methylene chloride"
"","9006-42-2","Reregistration","","","Metiram"
"","3060-89-7","None","","","Metobromuron"
"","81405-85-8","Registration Review","","","Imazamethabenz"
"","114311-32-9","Registration Review","","","Imazamox"
"","104098-48-8","Registration Review","","","Imazapic"
"","81334-34-1","Registration Review","","","Imazapyr"
"","81335-37-7","Registration Review","","","Imazaquin"
"","81335-77-5","Registration Review","","","Imazethapyr"
"","138261-41-3","Registration Review","","","Imidacloprid"
"","72963-72-5","Registration Review","","","Imiprothrin"
"","","Reregistration","","","Indian meal moth granulosis virus and larval parts on milled wheat bran carrier"
"","120-72-9","Registration Review","","","Indole"
"","133-32-4","Registration Review","","","Indole-3-butyric acid"
"","173584-44-6","Registration Review","","","Indoxacarb"
"","7553-56-2","Registration Review","","","Iodine"
"","144550-36-7","Registration Review","","","Iodosulfuron-methyl-sodium"
"","125225-28-7","Registered","","","Ipconazole"
"","36734-19-7","Registration Review","","","Iprodione"
"","1309-37-1","None","","","Iron oxide (Fe2O3)"
"","42509-80-8","None","","","Isazofos"
"","115-31-1","None","","","Isobornyl thiocyanoacetate"
"","1713-11-7","None","","","Isobutyl 2-methyl-4-chlorophenoxyacetate"
"","79-31-2","None","","","Isobutyric acid"
"","314-42-1","None","","","Isocil"
"","25311-71-1","Reregistration","","","Isofenphos"
"","28631-35-8","None","","","Isooctyl 2-(2,4-dichlorophenoxy)propionate"
"","53404-37-8","None","","","Isooctyl(2-ethyl-4-methylpentyl) 2,4-dichlorophenoxyacetate"
"","53404-76-5","None","","","Isooctyl* silvex     * 2-ethylhexyl"
"","53404-10-7","None","","","Isooctyl* silvex    * 2-ethyl-4-methylpentyl"
"","53404-14-1","None","","","Isooctyl* silvex    * 2-octyl"
"","9004-87-9","None","","","Isooctylphenoxypolyethoxyethanol"
"","","None","","","Isoparaffinic hydrocarbons"
"","33820-53-0","None","","","Isopropalin"
"","2698-40-0","None","","","Isopropyl 2-methyl-4-chlorophenoxyacetate"
"","67-63-0","Registration Review","","","Isopropyl alcohol"
"","63393-93-1","None","","","Isopropyl lanolin"
"","499-75-2","None","","","Isopropyl-2-cresol"
"","12379-45-2","None","","","Isothymyl 2-chloroethyl ether"
"","82558-50-7","Registration Review","","","Isoxaben"
"","","None","","","Jeffrey pine bark shavings"
"","61789-91-1","Registration Review","","","Jojoba oil"
"","8013-10-3","None","","","Juniper tar oil"
"","1332-58-7","Registration Review","","","Kaolin clay"
"","4849-32-5","None","","","Karbutilate"
"","8008-20-6","None","","","Kerosene (petroleum) hydrodesulfurized"
"","42588-37-4","None","","","Kinoprene"
"","56-86-0","Registration Review","","","L-Glutamic acid"
"","79-33-4","Registration Review","","","L-Lactic acid"
"","77501-63-4","Registration Review","","","Lactofen"
"","","Registration Review","","","Lagenidium giganteum, mycelium or oospores"
"","8006-54-0","None","","","Lanolin"
"","120-40-1","None","","","Lauric diethanolamide"
"","112-53-8","Reregistration","","","Lauryl alcohol"
"","125-67-7","Registration Review","","","Gibberellic acid, monopotassium salt"
"","8030-53-3","None","","","Gibberellin A4 mixt. with Gibberellin A7"
"","","Registration Review","","","Gliocladium catenulatum strain J1446"
"","","Registration Review","","","Gliocladium virens GL-21"
"","77182-82-2","Registration Review","","","Glufosinate"
"","66071-96-3","Registered","","","Glutens, corn"
"","56-81-5","None","","","Glycerol"
"","70901-12-1","None","","","Glycine, N-(phosphonomethyl)- potassium salt"
"","114370-14-8","None","","","Glyphosate, ammonium salt"
"","70393-85-0","None","","","Glycine, N-(phosphonomethyl)-, sodium salt (2:3)"
"","1071-83-6; 40465-66-5","Registration Review","","","Glyphosate"
"","38641-94-0","Registered","","","Glyphosate-isopropylammonium"
"","2439-99-8","None","","","Glyphosine"
"","","None","","","Green alder bark shavings"
"","","Pending Registration","","","Ground corn cobs"
"","9000-75-3","None","","","Gum Resins"
"","8050-07-5","None","","","Gum Thus"
"","","None","","","HD-1 Protein as encoded by Bacillus thuringiensis subsp. kurstaki gene and produced in corn"
"","100784-20-1","Registration Review","","","Halosulfuron-methyl"
"","69806-34-4","None","","","Haloxyfop"
"","151438-54-9","Registration Review","","","Harpin protein"
"","64742-94-5","None","","","Heavy aromatic naphtha"
"","112-05-0","Registration Review","","","Nonanoic acid"
"","9016-45-9","Pending Registration","","","Nonylphenoxypolyethoxyethanol"
"","11096-42-7","Registration Review","","","Nonylphenoxypolyethoxyethanol - iodine complex"
"","18530-56-8","None","","","Norea"
"","27314-13-2","Registration Review","","","Norflurazon"
"","","Registration Review","","","Nosema locustae"
"","116714-46-6","Registered","","","Novaluron"
"","121451-02-3","Registration Review","","","Noviflumuron"
"","63284-71-9","None","","","Nuarimol"
"","3244-90-4","None","","","O,O,O,O-Tetrapropyl dithiopyrophosphate"
"","4104-14-7","None","","","O,O-Bis(p-chlorophenyl) acetimidoylphosphoroamidothioate"
"","115-90-2","None","","","O,O-Diethyl O-(4-(methylsulfinyl)phenyl) phosphorothioate"
"","8065-48-3","None","","","O,O-Diethyl O-(and S-)(2-(ethylthio)ethyl) phosphorothioate  (mixed isomers)"
"","297-97-2","None","","","O,O-Diethyl O-2-pyrazinyl phosphorothioate"
"","42509-83-1","None","","","O,O-Dimethyl O-(1-isopropyl-5-chloro-1,2,4-triazol-3-yl) phosphorothioate"
"","57018-04-9","Registered","","","Tolclofos-methyl"
"","115-93-5","None","","","O,O-Dimethyl O-(p-sulfamoylphenyl) phosphorothioate"
"","21923-23-9","None","","","O-(2,5-Dichloro-4-(methylthio)phenyl) O,O-diethyl phosphorothioate"
"","8022-00-2","None","","","O-(2-(Ethylthio)ethyl) O,O-dimethyl phosphorothioate and S-(2-(ethylthio)ethyl) O,O-dimethyl phosphorothioate"
"","1757-18-2","None","","","O-(2-Chloro-1-(2,5-dichlorophenyl)vinyl) O,O-diethyl phosphorothioate"
"","2463-84-5","None","","","O-(2-Chloro-4-nitrophenyl) O,O-dimethyl phosphorothioate"
"","2104-64-5","None","","","O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate"
"","57-74-9","None","","","Octachloro-4,7-methanotetrahydroindane"
"","57-11-4","None","","","Octadecanoic acid"
"","20543-04-8","Registration Review","","","Octanoic acid, copper salt"
"","26530-20-1","Registration Review","","","Octhilinone"
"","6379-37-9","None","","","Octylammonium methanearsonate"
"","8007-44-1","None","","","Oil of Pennyroyal"
"","8007-70-3","Reregistration","","","Oil of anise"
"","8000-29-1","Registration Review","","","Oil of citronella"
"","8000-48-4","Registration Review","","","Oil of eucalyptus"
"","8000-46-2","None","","","Oil of geranium"
"","8022-96-6","None","","","Oil of jasmine"
"","8007-02-1","Registration Review","","","Oil of lemongrass"
"","57-06-7","Registration Review","","","Allyl isothiocyanate"
"","8008-57-9","Reregistration","","","Oil of orange"
"","8000-25-7","None","","","Oil of rosemary"
"","119-36-8","Reregistration","","","Methyl salicylate"
"","112-80-1","None","","","Oleic acid"
"","95-50-1","None","","","Orthodichlorobenzene"
"","19044-88-3","Registration Review","","","Oryzalin"
"","80-33-1","None","","","Ovex"
"","19666-30-9","Registration Review","","","Oxadiazon"
"","77732-09-3","Reregistration","","","Oxadixyl"
"","144-62-7","Registered","","","Oxalic acid"
"","23135-22-0","Registration Review","","","Oxamyl"
"","5259-88-1","Reregistration","","","Oxycarboxin"
"","301-12-2","Registration Review","","","Oxydemeton-methyl"
"","42874-03-3","Registration Review","","","Oxyfluorfen"
"","2058-46-0","Reregistration","","","Oxytetracycline hydrochloride"
"","113535-72-1; 2439-01-2; 85188-88-1","Reregistration","","","Oxythioquinox"
"","52292-17-8","None","","","POE isooctadecanol"
"","76738-62-0","Registration Review","","","Paclobutrazol"
"","","Registered","","","Isaria fumosorosea (Paecilomyces fumosoroseus)"
"","9000-28-6","None","","","Paloja"
"","106-46-7","Reregistration","","","Paradichlorobenzene"
"","30525-89-4","None","","","Paraformaldehyde"
"","4685-14-7","None","","","Paraquat"
"","1910-42-5","Registration Review","","","Paraquat dichloride"
"","56-38-2","Reregistration","","","Parathion"
"","17781-31-6","None","","","Parinol"
"","1114-71-2","Reregistration","","","Pebulate"
"","40487-42-1","Registration Review","","","Pendimethalin"
"","219714-96-2","Registered","","","Penoxsulam"
"","82-68-8","Reregistration","","","Pentachloronitrobenzene"
"","87-86-5","Registration Review","","","Pentachlorophenol"
"","7978-73-6","None","","","Pentachlorophenol, potassium salt"
"","131-52-2","None","","","Pentachlorophenol, sodium salt"
"","109-66-0","None","","","Pentane"
"","101929-89-9","None","","","Pentanoic acid, 3-hydroxy-4-(4-((5-(trifluoromethyl)-2-pyridinyl)oxy)phenoxy)-, methyl ester"
"","118-74-1","None","","","Perchlorobenzene"
"","37924-13-3","None","","","Perfluidone"
"","61228-92-0","Reregistration","","","Periplanone B"
"","52645-53-1","Registration Review","","","Permethrin"
"","","None","","","Petrolatum"
"","64742-16-1","None","","","Petroleum resins"
"","13684-63-4","Reregistration","","","Phenmedipham"
"","108-95-2","Registration Review","","","Phenol"
"","97-18-7","None","","","Phenol, 2,2'-thiobis(4,6-dichloro-"
"","6385-58-6","None","","","Phenol, 2,2'-thiobis(4,6-dichloro-,  disodium salt"
"","1918-11-2","None","","","Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-, methylcarbamate"
"","51218-45-2","Registration Review","","","Metolachlor"
"","21087-64-9","Registration Review","","","Metribuzin"
"","74223-64-6","Registration Review","","","Metsulfuron"
"","315-18-4","None","","","Mexacarbate"
"","","None","","","Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)"
"","51596-11-3","None","","","Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-25-ethyl-,(6R,25R)-"
"","8012-95-1","None","","","Mineral oil - includes paraffin oil from 063503"
"","8032-32-4","None","","","Mineral spirits"
"","","None","","","Mint Herbs"
"","8006-90-4","Reregistration","","","Mint oil (use PC 500740)"
"","2212-67-1","Registration Review","","","Molinate"
"","13492-26-7","Registered","","","Mono- and di- potassium salts of phosphorous acid"
"","2321-53-1","None","","","Monoammonium methanearsonate"
"","53404-28-7","None","","","Monoethanolamine 3,6-dichloro-o-anisate"
"","5736-15-2","None","","","Monosodium 2,2'-methylenebis(3,4,6-trichlorophenate)"
"","150-68-5","None","","","Monuron"
"","110-91-8","None","","","Morpholine"
