"dsstox_substance_id","casrn","preferred_name","study_id","study_source","species","admin_route","study_type","study_type_guideline","processed","dose_start","dose_start_unit","dose_end","dose_end_unit","tested_status","reported_status","endpoint_id","endpoint_category","endpoint_type","endpoint_target"
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3849,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,106,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,106,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,106,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034612,"69806-50-4",Fluazifop-butyl,3850,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,106,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3867,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3867,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3869,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3869,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021160,"6607",Picloram,3870,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021160,"6607",Picloram,3870,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,2,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3879,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0021337,"148-79-8",Thiabendazole,3880,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,108,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,108,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,108,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3888,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,108,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0022018,"298-04-4",Disulfoton,3889,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,105,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3898,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3899,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3035002,"83657-17-4",Uniconazole-P,3899,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3902,ntp,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID9021390,"96-18-4","1,2,3-Trichloropropane",3903,ntp,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID6032647,"21564-17-0","2-(Thiocyanomethylthio)benzothiazole",3910,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6032647,"21564-17-0","2-(Thiocyanomethylthio)benzothiazole",3910,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3918,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3918,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3919,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3919,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3919,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3919,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3920,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3920,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3920,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID3022162,"1689-84-5",Bromoxynil,3920,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3936,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3936,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3936,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3936,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3937,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3937,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3937,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2021105,"82-68-8",Pentachloronitrobenzene,3937,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3947,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3947,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3947,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3947,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3949,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3949,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3949,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3949,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3951,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,80,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3951,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,80,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3951,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,80,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID1021409,"76-87-9",Triphenyltin hydroxide,3951,opp_der,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,80,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3969,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,20,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3969,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,20,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3970,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3970,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID6042440,"83121-18-0",Teflubenzuron,3971,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,120,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6042440,"83121-18-0",Teflubenzuron,3971,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,120,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3972,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032552,"142459-58-3",Flufenacet,3972,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3978,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3978,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3978,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3978,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3979,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3979,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3979,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID6023999,"66215-27-8",Cyromazine,3979,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3987,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3987,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3988,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3988,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3989,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1034715,"108-62-3",Metaldehyde acetaldehyde tetramer,3989,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3995,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3995,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3995,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3995,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3996,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3996,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3996,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID0024345,"82097-50-5",Triasulfuron,3996,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4009,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4009,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,day,105,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4010,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4010,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4010,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4010,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4011,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID2032392,"66441-23-4",Fenoxaprop-ethyl,4011,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,day,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",4030,opp_der,mouse,Oral,CHR,Carcinogenicity,0,0,week,98,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5034694,"28382-15-2","Maleic hydrazide, potassium salt",4030,opp_der,mouse,Oral,CHR,Carcinogenicity,0,0,week,98,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8034586,"153233-91-1",Etoxazole,4032,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8034586,"153233-91-1",Etoxazole,4032,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID8034586,"153233-91-1",Etoxazole,4032,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID8034586,"153233-91-1",Etoxazole,4032,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,week,104,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID8023719,"97322-87-7",Troglitazone,4129,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,1,year,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023719,"97322-87-7",Troglitazone,4129,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,1,year,1,1,346,systemic,pathology gross,mammary gland
DTXSID8023719,"97322-87-7",Troglitazone,4131,pharma_gsk,mouse,Oral,CHR,Carcinogenicity,0,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID8023719,"97322-87-7",Troglitazone,4131,pharma_gsk,mouse,Oral,CHR,Carcinogenicity,0,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID6047319,"184653-84-7",Carabersat,4134,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,6,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID6047319,"184653-84-7",Carabersat,4134,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,6,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4136,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,27,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4136,pharma_gsk,rat,Oral,CHR,Chronic toxicity,0,0,day,27,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4137,pharma_gsk,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,0,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4137,pharma_gsk,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,0,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4140,pharma_gsk,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,0,0,day,104,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID1047310,"196808-45-4",Farglitazar,4140,pharma_gsk,mouse,Oral,CHR,Combined chronic toxicity/carcinogenicity,0,0,day,104,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032459,"298-02-2",Phorate,4147,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032459,"298-02-2",Phorate,4147,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4032459,"298-02-2",Phorate,4147,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032459,"298-02-2",Phorate,4147,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,18,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID4032459,"298-02-2",Phorate,4149,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID4032459,"298-02-2",Phorate,4149,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID4032459,"298-02-2",Phorate,4149,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID4032459,"298-02-2",Phorate,4149,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID5024261,"732-11-6",Phosmet,4155,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5024261,"732-11-6",Phosmet,4155,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020449,"62-73-7",Dichlorvos,4161,opp_der,rat,Inhalation,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID5020449,"62-73-7",Dichlorvos,4161,opp_der,rat,Inhalation,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID5020449,"62-73-7",Dichlorvos,4161,opp_der,rat,Inhalation,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,346,systemic,pathology gross,mammary gland
DTXSID5020449,"62-73-7",Dichlorvos,4161,opp_der,rat,Inhalation,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,0,346,systemic,pathology gross,mammary gland
DTXSID3034458,"99129-21-2",Clethodim,4178,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,78,week,1,1,19,systemic,pathology microscopic,mammary gland
DTXSID3034458,"99129-21-2",Clethodim,4178,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,78,week,1,0,19,systemic,pathology microscopic,mammary gland
DTXSID3034458,"99129-21-2",Clethodim,4178,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,78,week,1,1,346,systemic,pathology gross,mammary gland
DTXSID3034458,"99129-21-2",Clethodim,4178,opp_der,mouse,Oral,CHR,Carcinogenicity,1,0,week,78,week,1,0,346,systemic,pathology gross,mammary gland
DTXSID3034458,"99129-21-2",Clethodim,4180,opp_der,rat,Oral,CHR,Combined chronic toxicity/carcinogenicity,1,0,month,24,month,1,1,19,systemic,pathology microscopic,mammary gland
